0.000000,0.087212,0.005345,-0.293809
9.705078,0.052580,-0.015143,-0.176072
19.410156,-0.029221,-0.023749,-0.108453
29.113281,-0.080284,-0.013677,-0.145131
38.818359,-0.084839,-0.025405,-0.212263
48.523438,-0.078888,-0.027491,-0.298641
58.197266,-0.042777,0.016286,-0.345429
67.900391,-0.050265,0.082379,-0.296351
77.605469,-0.050599,0.184899,-0.110670
87.312500,-0.017483,0.375506,0.079295
97.015625,-0.105864,0.908616,0.098534
106.720703,-0.101761,1.711656,-0.321843
116.423828,-0.102111,2.804622,-0.472492
126.128906,-0.238995,4.188723,-0.241089
135.832031,-0.836876,5.760203,0.286359
145.539063,-1.145092,7.738502,1.244358
155.244141,-0.850245,9.971429,2.490013
164.947266,0.332515,11.242004,4.059082
174.652344,1.251281,12.326361,5.535192
184.355469,2.077734,12.218068,6.821412
194.062500,1.815899,11.837736,7.572088
203.765625,1.234726,10.665033,8.071667
213.470703,0.616284,9.064299,8.150673
223.175781,0.156392,7.266422,7.822436
232.878906,-0.200532,5.400994,6.755581
242.583984,-0.349467,3.558626,5.211676
252.289063,-0.401701,1.650006,3.872568
261.962891,-0.579751,-0.210258,2.488849
271.667969,-0.799110,-1.900455,1.263639
281.371094,-0.920904,-3.318299,0.457405
291.078125,-0.941715,-4.712502,-0.074854
300.781250,-0.883324,-5.742740,-0.526270
310.486328,-0.689245,-6.618387,-1.042103
320.189453,-0.540176,-7.075611,-1.607938
329.894531,-0.267620,-8.003998,-1.893767
339.601563,-0.087876,-8.532043,-2.046591
349.304688,0.007448,-8.955752,-2.016972
358.978516,0.036474,-9.188432,-1.613616
368.681641,-0.054101,-9.530159,-0.894140
378.388672,-0.345141,-9.692915,0.033663
388.091797,-0.585657,-9.883334,1.004515
397.796875,-0.760668,-10.016080,1.582059
407.501953,-0.658462,-10.046290,1.838479
417.205078,-0.294712,-10.107956,1.826497
426.910156,0.117801,-10.093372,1.540057
436.615234,0.515306,-10.012039,1.071203
446.320313,0.824538,-9.787555,0.545936
456.023438,0.914218,-9.534886,0.208102
465.728516,0.888019,-9.165912,-0.045330
475.433594,0.929112,-8.788476,-0.095493
485.138672,0.950566,-8.319137,-0.074898
494.843750,1.128415,-7.798651,-0.205708
504.546875,1.132223,-7.112493,-0.542399
514.251953,1.125291,-6.366057,-0.921852
523.955078,1.274815,-5.626328,-1.077095
533.660156,1.346500,-4.845304,-1.100314
543.335938,1.265208,-4.087303,-1.412889
553.039063,1.217270,-3.330545,-1.929050
562.744141,1.101432,-2.495899,-2.389300
572.447266,1.045916,-1.726143,-2.498962
582.154297,0.720665,-0.920049,-2.170604
591.859375,0.134778,-0.055582,-1.699822
601.562500,-0.337902,0.752829,-1.462818
611.267578,-0.735735,1.677272,-1.514473
620.970703,-1.278366,2.815763,-1.634752
630.677734,-1.841622,3.755360,-1.456173
640.380859,-2.899745,5.103312,-1.590014
650.085938,-3.389461,5.898774,-0.954951
659.759766,-3.268347,6.518990,0.111952
669.464844,-2.709717,6.821095,1.087965
679.169922,-1.924427,7.192020,1.626774
688.873047,-0.883776,7.202166,1.565290
698.578125,-0.156891,7.174582,0.838227
708.281250,0.212537,6.757927,-0.222596
717.986328,0.210033,6.232997,-0.747438
727.693359,0.287053,5.525269,-0.309363
737.396484,0.309927,4.958973,0.571626
747.101563,0.423327,4.290215,1.269256
756.804688,0.490568,3.782121,1.791749
766.509766,0.571933,3.260834,1.870980
776.212891,0.673597,2.862271,1.583664
785.919922,0.849405,2.427440,1.162902
795.625000,0.966094,1.898440,0.802323
805.328125,0.914501,1.381913,0.686640
815.033203,0.690882,0.921206,0.785390
824.736328,0.422995,0.618411,0.783850
834.443359,0.293223,0.355652,0.912535
844.146484,0.338303,0.225620,1.076332
853.851563,0.536595,-0.016023,1.064241
863.531250,0.631297,-0.163402,0.883241
873.234375,0.628519,-0.328184,0.672612
882.939453,0.572393,-0.416587,0.497457
892.642578,0.544374,-0.511712,0.496774
902.347656,0.489386,-0.587377,0.541340
912.050781,0.498460,-0.660790,0.420116
921.757813,0.450077,-0.664944,0.300030
931.462891,0.392761,-0.747708,0.061044
941.166016,0.281984,-0.750811,-0.152439
950.871094,0.094121,-0.764492,-0.149043
960.544922,-0.160456,-0.743514,0.022916
970.250000,-0.319102,-0.793656,0.178530
979.955078,-0.364886,-0.834459,0.293783
989.658203,-0.304074,-0.842665,0.191300
999.363281,-0.203671,-0.784812,-0.121592
1009.066406,-0.031796,-0.665077,-0.488999
1018.773438,0.091956,-0.501529,-0.761093
1028.476563,0.224862,-0.438739,-0.816979
1038.181641,0.234890,-0.361500,-0.505179
1047.886719,0.055229,-0.327951,-0.096263
1057.589844,-0.267906,-0.279704,0.064915
1067.296875,-0.456067,-0.138796,0.118962
1077.000000,-0.354504,-0.015615,0.164427
1086.705078,-0.123380,0.056499,0.139368
1096.408203,0.045812,0.132958,-0.030767
1106.113281,0.121622,0.142970,-0.173466
1115.820313,0.067851,0.190006,-0.170859
1125.523438,0.011825,0.195086,0.003383
1135.228516,-0.075714,0.200860,0.297498
1144.931641,-0.117491,0.220717,0.582172
1154.636719,-0.200787,0.234572,0.707067
1164.310547,-0.257403,0.230042,0.654505
1174.015625,-0.280374,0.224084,0.493450
1183.720703,-0.261855,0.231435,0.285196
1193.423828,-0.146349,0.262321,0.264381
1203.128906,-0.097863,0.328727,0.308662
1212.833984,-0.182508,0.341929,0.282802
1222.539063,-0.322152,0.311619,0.196343
1232.242188,-0.360289,0.273777,0.118159
